"Time", "controlBus.chassisBus.longitudinalVelocity|km/h", "controlBus.chassisBus.longitudinalAcceleration|m/s2", "controlBus.batteryBus_1.SOC"
"871.2", "50.255882", "0.039080057", "0.9493088"
"871.3", "50.268074", "0.032447927", "0.94930726"
"871.4", "50.27761", "0.024489604", "0.94930583"
"871.5", "50.28441", "0.017380944", "0.94930446"
"871.6", "50.288864", "0.011195543", "0.9493032"
"871.7", "50.291477", "0.005566919", "0.94930196"
"871.8", "50.291775", "-0.00116202", "0.9493008"
"871.9", "50.28937", "-0.007525321", "0.9492998"
"872", "50.284996", "-0.013416065", "0.94929886"
"872.1", "50.278564", "-0.018675277", "0.94929796"
"872.2", "50.270847", "-0.023193879", "0.9492971"
"872.3", "50.261726", "-0.027271328", "0.9492963"
"872.4", "50.250793", "-0.032278795", "0.9492956"
"872.5", "50.2378", "-0.037589323", "0.94929487"
"872.6", "50.223236", "-0.04249403", "0.94929427"
"872.7", "50.20675", "-0.04911052", "0.9492936"
"872.8", "50.187813", "-0.055792052", "0.94929296"
"872.9", "50.166676", "-0.06143545", "0.9492923"
"873", "50.143265", "-0.068388045", "0.94929165"
"873.1", "50.117126", "-0.07626636", "0.949291"
"873.2", "50.08846", "-0.0830867", "0.94929034"
"873.3", "50.056953", "-0.09610323", "0.9492899"
"873.4", "50.01722", "-0.12260342", "0.9492899"
"873.4688", "49.985336", "-0.13359468", "0.9492899"
"873.4766", "49.981583", "-0.13453676", "0.94929"
"873.4808", "49.97955", "-0.13502806", "0.94929"
"873.48517", "49.97742", "-0.13553162", "0.94929004"
"873.5", "49.970123", "-0.13715832", "0.9492901"
"873.6", "49.9189", "-0.14655587", "0.94929075"
"873.7", "49.86315", "-0.16503493", "0.9492914"
"873.8", "49.801105", "-0.17852542", "0.94929206"
"873.9", "49.735325", "-0.18578246", "0.9492927"
"874", "49.666298", "-0.19743575", "0.9492934"
"874.1", "49.593987", "-0.20365736", "0.949294"
"874.2", "49.519142", "-0.21283911", "0.9492946"
"874.3", "49.44114", "-0.22096446", "0.9492953"
"874.4", "49.35999", "-0.22968878", "0.94929594"
"874.5", "49.275528", "-0.23910183", "0.9492966"
"874.6", "49.18747", "-0.24949265", "0.9492972"
"874.7", "49.09562", "-0.26062924", "0.94929785"
"874.8", "48.999794", "-0.2721953", "0.9492985"
"874.9", "48.89989", "-0.28381476", "0.94929916"
"875", "48.795815", "-0.29532933", "0.94929975"
"875.1", "48.687515", "-0.30667195", "0.9493004"
"875.2", "48.57504", "-0.31825513", "0.94930106"
"875.3", "48.458393", "-0.3297242", "0.94930166"
"875.4", "48.33775", "-0.34087023", "0.9493023"
"875.5", "48.21308", "-0.35174677", "0.949303"
"875.6", "48.08433", "-0.3629012", "0.94930357"
"875.7", "47.951557", "-0.37423402", "0.9493042"
"875.8", "47.81485", "-0.385277", "0.9493048"
"875.9", "47.674263", "-0.39585254", "0.9493055"
"876", "47.52948", "-0.40727967", "0.9493061"
"876.1", "47.38038", "-0.41999656", "0.9493067"
"876.2", "47.22668", "-0.4335006", "0.9493073"
"876.3", "47.068054", "-0.4478847", "0.9493079"
"876.4", "46.904583", "-0.46212816", "0.9493086"
"876.5", "46.736294", "-0.47490582", "0.9493092"
"876.6", "46.5631", "-0.4871299", "0.94930977"
"876.7", "46.38498", "-0.500566", "0.9493104"
"876.8", "46.20244", "-0.5135476", "0.949311"
"876.9", "46.01658", "-0.5220442", "0.9493116"
"877", "45.827477", "-0.52775466", "0.9493122"
"877.1", "45.63386", "-0.53913826", "0.9493128"
"877.2", "45.435772", "-0.55617744", "0.94931346"
"877.3", "45.233543", "-0.5695621", "0.94931406"
"877.4", "45.026875", "-0.5818389", "0.94931465"
"877.5", "44.81569", "-0.5939712", "0.94931525"
"877.6", "44.599888", "-0.6052835", "0.94931585"
"877.7", "44.37967", "-0.6173192", "0.94931644"
"877.8", "44.154964", "-0.6301963", "0.949317"
"877.9", "43.925446", "-0.6435874", "0.9493176"
"878", "43.691032", "-0.6577938", "0.9493182"
"878.1", "43.451107", "-0.6733646", "0.94931877"
"878.2", "43.205265", "-0.6906783", "0.9493193"
"878.3", "42.95379", "-0.7077407", "0.9493199"
"878.4", "42.69685", "-0.72293675", "0.9493205"
"878.5", "42.434563", "-0.7370065", "0.94932103"
"878.6", "42.16709", "-0.7508946", "0.9493216"
"878.7", "41.89402", "-0.76535684", "0.94932216"
"878.8", "41.614914", "-0.78209525", "0.9493227"
"878.9", "41.330563", "-0.7983823", "0.9493233"
"879", "41.042397", "-0.8096197", "0.94932383"
"879.1", "40.74984", "-0.8186497", "0.94932437"
"879.2", "40.453304", "-0.8296416", "0.9493249"
"879.3", "40.152752", "-0.8406584", "0.9493255"
"879.4", "39.850056", "-0.8479106", "0.94932604"
"879.5", "39.544506", "-0.8528056", "0.9493266"
"879.6", "39.236412", "-0.85948825", "0.9493271"
"879.7", "38.925674", "-0.86676836", "0.9493276"
"879.8", "38.61285", "-0.8729828", "0.9493281"
"879.9", "38.297897", "-0.87823576", "0.94932866"
"880", "37.981125", "-0.88337296", "0.9493292"
"880.1", "37.66263", "-0.8884719", "0.9493297"
"880.2", "37.3423", "-0.8934226", "0.9493302"
"880.3", "37.02015", "-0.8981427", "0.9493307"
"880.4", "36.696136", "-0.90299714", "0.9493312"
"880.5", "36.37025", "-0.9080077", "0.9493317"
"880.6", "36.042507", "-0.91305935", "0.94933224"
"880.7", "35.71291", "-0.9181594", "0.9493327"
"880.8", "35.381233", "-0.9234732", "0.9493332"
"880.9", "35.046673", "-0.92983884", "0.94933367"
"881", "34.70982", "-0.936645", "0.94933414"
"881.1", "34.370674", "-0.94392055", "0.9493346"
"881.2", "34.02924", "-0.9515587", "0.9493351"
"881.3", "33.682068", "-0.9615962", "0.9493356"
"881.4", "33.331223", "-0.97278947", "0.94933605"
"881.5", "32.976746", "-0.9851608", "0.94933647"
"881.6", "32.618637", "-0.9986279", "0.94933695"
"881.7", "32.255363", "-1.0130577", "0.9493374"
"881.8", "31.886711", "-1.0283055", "0.94933784"
"881.9", "31.512798", "-1.044439", "0.9493383"
"882", "31.133358", "-1.0614107", "0.94933873"
"882.1", "30.748407", "-1.0786382", "0.94933915"
"882.2", "30.358002", "-1.0953555", "0.94933957"
"882.3", "29.961733", "-1.111846", "0.94934"
"882.4", "29.559416", "-1.1278801", "0.94934046"
"882.5", "29.151085", "-1.14346", "0.9493408"
"882.6", "28.737423", "-1.1595284", "0.94934124"
"882.7", "28.317905", "-1.175396", "0.94934165"
"882.8", "27.892488", "-1.1910546", "0.9493421"
"882.9", "27.461119", "-1.2065034", "0.9493424"
"883", "27.025225", "-1.2210127", "0.94934285"
"883.1", "26.584219", "-1.2347814", "0.9493432"
"883.2", "26.138231", "-1.2477065", "0.9493436"
"883.3", "25.687386", "-1.2596747", "0.949344"
"883.4", "25.23217", "-1.2713217", "0.94934434"
"883.5", "24.772749", "-1.2826132", "0.9493447"
"883.6", "24.309227", "-1.2934119", "0.94934505"
"883.7", "23.841797", "-1.3037144", "0.9493454"
"883.8", "23.370693", "-1.3134881", "0.9493457"
"883.9", "22.896154", "-1.322716", "0.94934607"
"884", "22.418354", "-1.3314681", "0.94934636"
"884.1", "21.937494", "-1.3397337", "0.9493467"
"884.2", "21.453905", "-1.3472861", "0.949347"
"884.3", "20.968327", "-1.353383", "0.9493473"
"884.4", "20.480892", "-1.3581649", "0.9493476"
"884.5", "19.991991", "-1.3613619", "0.9493479"
"884.6", "19.502033", "-1.3626497", "0.9493482"
"884.7", "19.009516", "-1.3658288", "0.9493485"
"884.8", "18.515245", "-1.3697441", "0.9493488"
"884.9", "18.019167", "-1.3750297", "0.94934905"
"885", "17.521185", "-1.3825216", "0.94934934"
"885.1", "17.022568", "-1.3875008", "0.9493496"
"885.2", "16.523432", "-1.3902192", "0.9493498"
"885.3", "16.023682", "-1.3916414", "0.94935006"
"885.4", "15.523512", "-1.3915372", "0.9493503"
"885.5", "15.025688", "-1.386169", "0.94935054"
"885.6", "14.532857", "-1.372017", "0.9493508"
"885.7", "14.044214", "-1.350044", "0.94935095"
"885.8", "13.560591", "-1.3283708", "0.9493512"
"885.9", "13.082846", "-1.3108903", "0.9493514"
"886", "12.611872", "-1.296826", "0.94935155"
"886.1", "12.14678", "-1.2806388", "0.9493517"
"886.2", "11.688177", "-1.2630324", "0.9493519"
"886.3", "11.236554", "-1.2444504", "0.9493521"
"886.4", "10.790979", "-1.2269058", "0.94935226"
"886.5", "10.351945", "-1.2098994", "0.94935244"
"886.6", "9.919228", "-1.1933873", "0.94935256"
"886.7", "9.492426", "-1.177026", "0.94935274"
"886.8", "9.071562", "-1.161113", "0.94935286"
"886.9", "8.657078", "-1.1419678", "0.949353"
"887", "8.248929", "-1.1241066", "0.9493531"
"887.1", "7.847355", "-1.1054065", "0.9493531"
"887.13153", "7.7221932", "-1.097763", "0.9493531"
"887.2", "7.453312", "-1.0830163", "0.9493531"
"887.3", "7.0675135", "-1.0614316", "0.9493531"
"887.4", "6.689993", "-1.0375061", "0.9493531"
"887.5", "6.321638", "-1.010448", "0.9493531"
"887.6", "5.9634476", "-0.98103523", "0.9493531"
"887.7", "5.6148653", "-0.95550877", "0.9493531"
"887.7515", "5.4394727", "-0.9405516", "0.9493531"
"887.8", "5.2770057", "-0.92512536", "0.9493531"
"887.9", "4.9522123", "-0.8938667", "0.9493531"
"888", "4.6397877", "-0.8562012", "0.9493531"
"888.1", "4.3431296", "-0.8017645", "0.9493531"
"888.2", "4.0686", "-0.7313791", "0.9493531"
"888.3", "3.8200433", "-0.6539536", "0.9493531"
"888.4", "3.5980954", "-0.5796228", "0.9493531"
"888.5", "3.4012847", "-0.51239103", "0.9493531"
"888.6", "3.227391", "-0.4516489", "0.9493531"
"888.7", "3.0752397", "-0.39352745", "0.9493531"
"888.8", "2.9436288", "-0.33823496", "0.9493531"
"888.9", "2.831748", "-0.2840715", "0.9493531"
"889", "2.739265", "-0.23028831", "0.9493531"
"889.1", "2.6660407", "-0.1771958", "0.9493531"
"889.2", "2.6114802", "-0.12565427", "0.9493531"
"889.3", "2.5747876", "-0.07717649", "0.9493531"
"889.4", "2.555828", "-0.02749042", "0.9493531"
"889.44214", "2.5535047", "-0.004452476", "0.9493531"
"889.5", "2.5532892", "0.003270991", "0.94935304"
"889.5672", "2.555691", "0.017065072", "0.94935304"
"889.6", "2.558187", "0.025128528", "0.94935304"
"889.7", "2.5725121", "0.054597102", "0.949353"
"889.8", "2.598524", "0.09044762", "0.9493529"
"889.9", "2.638455", "0.13144274", "0.94935286"
"890", "2.6937187", "0.17532745", "0.94935274"
"890.1", "2.7654564", "0.22342257", "0.94935256"
"890.2", "2.8549545", "0.27388158", "0.9493523"
"890.3", "2.962872", "0.3256419", "0.9493521"
"890.4", "3.0898988", "0.37957966", "0.9493518"
"890.5", "3.2359493", "0.43239522", "0.94935143"
"890.5672", "3.3450289", "0.46889666", "0.94935113"
"890.6", "3.4014382", "0.4870001", "0.94935095"
"890.7", "3.586497", "0.540766", "0.9493504"
"890.8", "3.7909067", "0.5947995", "0.94934976"
"890.9", "4.015181", "0.6507312", "0.949349"
"891", "4.2594123", "0.705824", "0.94934815"
"891.1", "4.5229006", "0.7579953", "0.9493471"
"891.2", "4.8038535", "0.8027052", "0.9493459"
"891.3", "5.1002564", "0.8429204", "0.9493446"
"891.4", "5.410392", "0.8790256", "0.9493431"
"891.5", "5.7330456", "0.9126919", "0.94934136"
"891.6", "6.0673046", "0.94381744", "0.9493395"
"891.7", "6.412575", "0.973841", "0.9493375"
"891.8", "6.768361", "1.0024986", "0.9493352"
"891.9", "7.134079", "1.0292637", "0.9493327"
"892", "7.509005", "1.0538508", "0.94933003"
"892.1", "7.8924174", "1.076103", "0.9493271"
"892.2", "8.283525", "1.0963749", "0.94932395"
"892.3", "8.681613", "1.1146927", "0.94932055"
"892.4", "9.0860815", "1.1315752", "0.9493169"
"892.5", "9.496815", "1.1488537", "0.94931304"
"892.6", "9.913483", "1.1654124", "0.94930893"
"892.7", "10.335789", "1.1808527", "0.9493045"
"892.8", "10.763518", "1.1958028", "0.9492998"
"892.9", "11.196417", "1.2100152", "0.94929487"
"893", "11.634315", "1.2234409", "0.9492896"
"893.1", "12.076831", "1.2359674", "0.9492841"
"893.2", "12.523493", "1.2471373", "0.9492783"
"893.3", "12.97374", "1.2554784", "0.94927216"
"893.4", "13.425088", "1.2539079", "0.94926584"
"893.5", "13.876447", "1.2517334", "0.9492593"
"893.6", "14.327435", "1.2515867", "0.9492525"
"893.7", "14.778023", "1.2512413", "0.9492455"
"893.8", "15.2283125", "1.2506049", "0.9492383"
"893.9", "15.678342", "1.249855", "0.94923097"
"894", "16.128119", "1.2491174", "0.9492234"
"894.1", "16.577646", "1.2483535", "0.9492157"
"894.2", "17.026934", "1.2475502", "0.9492078"
"894.3", "17.475964", "1.2468705", "0.9491997"
"894.4", "17.924734", "1.24614", "0.94919145"
"894.5", "18.373234", "1.2454127", "0.949183"
"894.6", "18.821463", "1.2447103", "0.9491744"
"894.7", "19.269361", "1.2439483", "0.94916564"
"894.8", "19.71694", "1.2431364", "0.9491567"
"894.9", "20.164331", "1.2424307", "0.9491476"
"895", "20.61149", "1.2417817", "0.9491383"
"895.1", "21.058393", "1.2410916", "0.9491288"
"895.2", "21.50504", "1.2403543", "0.9491192"
"895.3", "21.951424", "1.2396057", "0.94910944"
"895.4", "22.39754", "1.2388582", "0.9490995"
"895.5", "22.843386", "1.2381057", "0.9490894"
"895.6", "23.28896", "1.2373521", "0.94907916"
"895.7", "23.734259", "1.2365956", "0.9490688"
"895.8", "24.179289", "1.2358363", "0.9490582"
"895.9", "24.624044", "1.2350739", "0.94904745"
"896", "25.068525", "1.2343084", "0.9490366"
"896.1", "25.512728", "1.2335399", "0.9490256"
"896.2", "25.956656", "1.2327684", "0.9490144"
"896.3", "26.40031", "1.231994", "0.94900304"
"896.4", "26.843678", "1.2312169", "0.9489916"
"896.5", "27.28677", "1.2304372", "0.94898"
"896.6", "27.72958", "1.2296546", "0.94896823"
"896.7", "28.17211", "1.2288691", "0.9489563"
"896.8", "28.614351", "1.228081", "0.9489442"
"896.9", "29.05631", "1.2272902", "0.94893205"
"897", "29.497986", "1.2264966", "0.9489197"
"897.1", "29.939379", "1.2257003", "0.9489072"
"897.2", "30.379202", "1.2144839", "0.9488946"
"897.3", "30.801105", "1.1342996", "0.9488826"
"897.4", "31.195585", "1.0587555", "0.9488714"
"897.5", "31.563522", "0.98701036", "0.94886094"
"897.6", "31.906914", "0.9224794", "0.9488512"
"897.7", "32.228165", "0.8633555", "0.9488421"
"897.8", "32.529823", "0.8122134", "0.9488336"
"897.9", "32.814304", "0.7679808", "0.94882554"
"898", "33.083523", "0.727999", "0.9488179"
"898.1", "33.33959", "0.6956198", "0.94881064"
"898.2", "33.58529", "0.67074347", "0.94880366"
"898.3", "33.822918", "0.6510632", "0.9487968"
"898.4", "34.054928", "0.6384116", "0.94879013"
"898.5", "34.282944", "0.6284552", "0.9487835"
"898.6", "34.508278", "0.622966", "0.94877696"
"898.7", "34.731808", "0.61875135", "0.9487704"
"898.8", "34.954163", "0.61642045", "0.94876385"
"898.9", "35.175613", "0.6138323", "0.9487573"
"899", "35.396576", "0.61341596", "0.94875073"
"899.1", "35.617207", "0.6124825", "0.9487441"
"899.2", "35.837326", "0.61107785", "0.94873744"
"899.3", "36.056614", "0.6092122", "0.94873077"
"899.4", "36.275215", "0.6072998", "0.9487241"
"899.5", "36.49282", "0.6045068", "0.9487174"
"899.6", "36.70923", "0.60128284", "0.94871074"
"899.7", "36.924244", "0.5977385", "0.94870406"
"899.8", "37.138313", "0.594044", "0.9486974"
"899.9", "37.3512", "0.5901669", "0.9486907"
"900", "37.56294", "0.5864537", "0.94868404"
"900.1", "37.7735", "0.5831842", "0.94867736"
"900.2", "37.982956", "0.580154", "0.9486707"
"900.3", "38.191376", "0.5773253", "0.94866407"
"900.4", "38.398903", "0.57491565", "0.9486574"
"900.5", "38.605766", "0.5731366", "0.9486507"
"900.6", "38.81212", "0.57202375", "0.948644"
"900.7", "39.018364", "0.5717916", "0.94863725"
"900.8", "39.224476", "0.57235795", "0.9486305"
"900.9", "39.430965", "0.5737718", "0.9486237"
"901", "39.637913", "0.5758496", "0.94861686"
"901.1", "39.845455", "0.5778667", "0.94860995"
"901.2", "40.053818", "0.579995", "0.948603"
"901.3", "40.26327", "0.583229", "0.94859594"
"901.4", "40.473976", "0.5872879", "0.94858885"
"901.5", "40.685932", "0.591064", "0.94858164"
"901.6", "40.89929", "0.59468496", "0.94857436"
"901.7", "41.114014", "0.59857666", "0.94856703"
"901.8", "41.330162", "0.6024502", "0.9485596"
"901.9", "41.54737", "0.6054544", "0.9485521"
"902", "41.76563", "0.6075556", "0.9485445"
"902.1", "41.984756", "0.6096908", "0.9485368"
"902.2", "42.20462", "0.6116755", "0.9485291"
"902.3", "42.424904", "0.61306465", "0.9485213"
"902.4", "42.645695", "0.61401296", "0.9485135"
"902.5", "42.866455", "0.614236", "0.94850564"
"902.6", "43.087364", "0.61383706", "0.9484978"
"902.7", "43.307915", "0.61306864", "0.94848984"
"902.8", "43.528286", "0.611835", "0.94848186"
"902.9", "43.747536", "0.6093078", "0.94847393"
"903", "43.965992", "0.60578096", "0.94846594"
"903.1", "44.183784", "0.6036151", "0.94845796"
"903.2", "44.400692", "0.60183954", "0.94844997"
"903.3", "44.61605", "0.59830636", "0.948442"
"903.4", "44.829834", "0.5943854", "0.94843405"
"903.5", "45.04202", "0.58994716", "0.9484261"
"903.6", "45.251972", "0.5859622", "0.9484182"
"903.7", "45.46104", "0.5822107", "0.9484103"
"903.8", "45.66804", "0.57769257", "0.9484024"
"903.9", "45.873764", "0.5727061", "0.9483946"
"904", "46.07727", "0.5671448", "0.9483868"
"904.1", "46.278954", "0.5609273", "0.94837904"
"904.2", "46.4783", "0.55377436", "0.94837135"
"904.3", "46.67502", "0.54653805", "0.9483637"
"904.4", "46.868782", "0.5382907", "0.9483562"
"904.5", "47.05963", "0.53012246", "0.94834876"
"904.6", "47.24728", "0.5210784", "0.94834137"
"904.7", "47.43228", "0.51334375", "0.94833404"
"904.8", "47.614265", "0.5047587", "0.9483268"
"904.9", "47.792744", "0.495348", "0.94831973"
"905", "47.96775", "0.48568204", "0.9483127"
"905.1", "48.138885", "0.4747993", "0.94830585"
"905.2", "48.306046", "0.4636663", "0.94829905"
"905.3", "48.468796", "0.4516309", "0.94829243"
"905.4", "48.627296", "0.43947458", "0.94828594"
"905.5", "48.78206", "0.42671183", "0.94827956"
"905.6", "48.93272", "0.41326082", "0.94827336"
"905.7", "49.078415", "0.39915332", "0.9482673"
"905.8", "49.219166", "0.3844389", "0.9482614"
"905.9", "49.354515", "0.36927325", "0.94825566"
"906", "49.484432", "0.35372818", "0.9482501"
"906.1", "49.60875", "0.3379092", "0.94824475"
"906.2", "49.727", "0.32068664", "0.9482396"
"906.3", "49.838913", "0.3018762", "0.94823474"
"906.4", "49.944477", "0.28409734", "0.94823"
"906.5", "50.04377", "0.26707307", "0.9482255"
"906.6", "50.13697", "0.25056314", "0.94822127"
"906.7", "50.224327", "0.23472768", "0.94821715"
"906.8", "50.305935", "0.21887197", "0.9482132"
"906.9", "50.382046", "0.2038093", "0.9482095"
"907", "50.452934", "0.1897399", "0.94820595"
"907.1", "50.518875", "0.17651825", "0.94820255"
"907.2", "50.580257", "0.16426349", "0.9481993"
"907.3", "50.63736", "0.1530247", "0.9481962"
"907.4", "50.69051", "0.14257565", "0.9481932"
"907.5", "50.74003", "0.13294184", "0.94819033"
"907.6", "50.786285", "0.12429247", "0.9481876"
"907.7", "50.82963", "0.11670763", "0.9481849"
"907.8", "50.870197", "0.10943634", "0.94818234"
"907.9", "50.908085", "0.101634614", "0.9481799"
"908", "50.9436", "0.09531116", "0.9481775"
"908.1", "50.976887", "0.08977386", "0.9481752"
"908.2", "51.007957", "0.08344712", "0.9481729"
"908.3", "51.036755", "0.07695396", "0.9481708"
"908.4", "51.063282", "0.070482425", "0.9481687"
"908.5", "51.087437", "0.063819215", "0.94816667"
"908.6", "51.108818", "0.055525877", "0.94816476"
"908.7", "51.127155", "0.046842683", "0.948163"
"908.8", "51.14267", "0.039439123", "0.94816124"
"908.9", "51.155235", "0.033232957", "0.94815964"
"909", "51.165436", "0.02705444", "0.9481581"
"909.1", "51.173027", "0.020061674", "0.94815665"
"909.2", "51.17843", "0.013562069", "0.94815534"
"909.3", "51.181984", "0.007701417", "0.94815403"
"909.4", "51.183846", "0.002685014", "0.9481528"
"909.5", "51.18411", "-0.001437695", "0.94815165"
"909.6", "51.182095", "-0.005998888", "0.9481505"
"909.7", "51.1783", "-0.0107394", "0.9481495"
"909.8", "51.173256", "-0.014757536", "0.94814855"
"909.9", "51.16703", "-0.017981183", "0.9481476"
"910", "51.15985", "-0.020565182", "0.9481467"
"910.1", "51.152035", "-0.022576828", "0.9481458"
"910.2", "51.143578", "-0.02434978", "0.948145"
"910.3", "51.134518", "-0.025990242", "0.9481441"
"910.4", "51.124935", "-0.02732907", "0.9481433"
"910.5", "51.11482", "-0.028363962", "0.94814247"
"910.6", "51.10412", "-0.03043573", "0.9481417"
"910.7", "51.092407", "-0.033484526", "0.948141"
"910.8", "51.07975", "-0.036274396", "0.94814026"
"910.9", "51.066013", "-0.038629506", "0.9481396"
"911", "51.0516", "-0.040709168", "0.94813895"
"911.1", "51.03657", "-0.042510238", "0.94813824"
"911.2", "51.021004", "-0.043955658", "0.9481376"
"911.3", "51.004936", "-0.04529001", "0.9481369"
"911.4", "50.98832", "-0.04690453", "0.94813627"
"911.5", "50.971157", "-0.048395514", "0.9481356"
"911.6", "50.953506", "-0.0496571", "0.94813496"
"911.7", "50.93545", "-0.0506769", "0.9481343"
"911.8", "50.91664", "-0.052822914", "0.94813365"
"911.9", "50.897", "-0.05594316", "0.948133"
"912", "50.876614", "-0.05791187", "0.94813234"
"912.1", "50.855824", "-0.058622077", "0.9481316"
"912.2", "50.83496", "-0.057747748", "0.94813097"
"912.3", "50.814312", "-0.05667791", "0.9481303"
"912.4", "50.794006", "-0.0555407", "0.94812965"
"912.5", "50.77408", "-0.054701652", "0.948129"
"912.6", "50.75447", "-0.05387218", "0.94812834"
"912.7", "50.735153", "-0.053200733", "0.9481277"
"912.8", "50.716", "-0.052838825", "0.94812703"
"912.9", "50.697052", "-0.052399762", "0.9481264"
"913", "50.67821", "-0.05199462", "0.9481257"
"913.1", "50.658855", "-0.05291346", "0.94812506"
"913.2", "50.63916", "-0.054809317", "0.9481244"
"913.3", "50.61872", "-0.056793958", "0.94812375"
"913.4", "50.59767", "-0.059174526", "0.9481231"
"913.5", "50.575924", "-0.06137991", "0.94812244"
"913.6", "50.55347", "-0.06336683", "0.9481218"
"913.7", "50.530293", "-0.06535858", "0.94812113"
"913.8", "50.506348", "-0.06744419", "0.9481205"
"913.9", "50.481625", "-0.06963515", "0.9481198"
"914", "50.45601", "-0.072157055", "0.94811916"
"914.1", "50.429474", "-0.07499725", "0.9481185"
"914.2", "50.401943", "-0.07788816", "0.94811785"
"914.3", "50.37336", "-0.08087987", "0.9481172"
"914.4", "50.344414", "-0.08232932", "0.94811654"
"914.5", "50.31522", "-0.081823915", "0.9481159"
"914.6", "50.286037", "-0.08059018", "0.9481152"
"914.7", "50.25714", "-0.07943838", "0.9481146"
"914.8", "50.228622", "-0.078215085", "0.9481139"
"914.9", "50.200462", "-0.07702139", "0.94811326"
"915", "50.17283", "-0.076005585", "0.9481126"
"915.1", "50.145638", "-0.07480652", "0.94811195"
"915.2", "50.11892", "-0.07357802", "0.9481113"
"915.3", "50.092644", "-0.072343946", "0.94811064"
"915.4", "50.06683", "-0.07109354", "0.94811"
"915.5", "50.041348", "-0.07006029", "0.9481093"
"915.6", "50.01623", "-0.06919672", "0.9481087"
"915.7", "49.99124", "-0.06852352", "0.948108"
"915.8", "49.966305", "-0.06805252", "0.94810736"
"915.9", "49.941498", "-0.06777218", "0.9481067"
"916", "49.916824", "-0.06768236", "0.94810605"
"916.1", "49.892193", "-0.06774309", "0.9481054"
"916.2", "49.86737", "-0.067845576", "0.9481048"
"916.3", "49.84255", "-0.06807558", "0.94810414"
"916.4", "49.817715", "-0.06843189", "0.9481035"
"916.5", "49.792877", "-0.0689161", "0.94810283"
"916.6", "49.76787", "-0.06925619", "0.9481022"
"916.7", "49.742764", "-0.06956657", "0.9481015"
"916.8", "49.717583", "-0.069885276", "0.94810086"
"916.9", "49.692318", "-0.07021078", "0.9481002"
"917", "49.6668", "-0.07068158", "0.94809955"
"917.1", "49.640842", "-0.071435675", "0.94809896"
"917.2", "49.61464", "-0.07232967", "0.9480983"
"917.3", "49.58818", "-0.07336126", "0.94809765"
"917.4", "49.561474", "-0.074513234", "0.948097"
"917.5", "49.534306", "-0.075492784", "0.94809633"
"917.6", "49.506805", "-0.076495685", "0.9480957"
"917.7", "49.478973", "-0.077529326", "0.948095"
"917.8", "49.450813", "-0.07859853", "0.9480944"
"917.9", "49.422726", "-0.07917685", "0.9480938"
"918", "49.39492", "-0.078998916", "0.9480931"
"918.1", "49.367287", "-0.078198366", "0.94809246"
"918.2", "49.33992", "-0.07666682", "0.9480918"
"918.3", "49.312912", "-0.074619696", "0.9480912"
"918.4", "49.286358", "-0.07357422", "0.94809055"
"918.5", "49.260143", "-0.072497144", "0.9480899"
"918.6", "49.234276", "-0.07138831", "0.94808924"
"918.7", "49.20883", "-0.07021026", "0.9480886"
"918.8", "49.183983", "-0.06888442", "0.948088"
"918.9", "49.159595", "-0.06746926", "0.94808733"
"919", "49.135677", "-0.065964825", "0.9480867"
"919.1", "49.112656", "-0.06404479", "0.948086"
"919.2", "49.09087", "-0.061430756", "0.94808537"
"919.3", "49.069965", "-0.058400087", "0.9480848"
"919.4", "49.049934", "-0.05495308", "0.9480841"
"919.5", "49.030766", "-0.051902916", "0.94808346"
"919.6", "49.01246", "-0.04938426", "0.9480828"
"919.7", "48.995014", "-0.047027033", "0.9480822"
"919.8", "48.97852", "-0.0448884", "0.94808155"
"919.9", "48.963314", "-0.042850465", "0.9480809"
"920", "48.949284", "-0.040175438", "0.94808024"
"920.1", "48.935894", "-0.036945313", "0.94807965"
"920.2", "48.923515", "-0.033207953", "0.948079"
"920.3", "48.912395", "-0.029741585", "0.9480783"
"920.4", "48.902405", "-0.026672427", "0.94807756"
"920.5", "48.89347", "-0.023900706", "0.94807684"
"920.6", "48.88598", "-0.01899965", "0.948076"
"920.7", "48.87999", "-0.014526471", "0.9480752"
"920.8", "48.875515", "-0.01045107", "0.9480743"
"920.9", "48.87248", "-0.006482426", "0.9480733"
"921", "48.870773", "-0.00288499", "0.9480723"
"921.1", "48.87029", "0.000288904", "0.94807124"
"921.2", "48.87088", "0.003122544", "0.94807017"
"921.3", "48.872856", "0.007611224", "0.94806904"
"921.4", "48.876553", "0.012665463", "0.94806784"
"921.5", "48.88193", "0.01706764", "0.94806665"
"921.6", "48.888767", "0.020799978", "0.94806534"
"921.7", "48.896877", "0.024165051", "0.94806397"
"921.8", "48.90701", "0.02957798", "0.9480626"
"921.9", "48.919083", "0.034679756", "0.9480611"
"922", "48.933094", "0.03901663", "0.94805956"
"922.1", "48.94844", "0.042915493", "0.94805795"
"922.2", "48.96519", "0.04815984", "0.94805634"
"922.3", "48.98399", "0.05424419", "0.9480546"
"922.4", "49.00513", "0.059681833", "0.9480528"
"922.5", "49.02813", "0.06435952", "0.948051"
"922.6", "49.052696", "0.06876395", "0.94804907"
"922.7", "49.079308", "0.07453498", "0.9480471"
"922.8", "49.10761", "0.08064486", "0.9480451"
"922.9", "49.138298", "0.085914314", "0.948043"
"923", "49.170803", "0.09089362", "0.9480408"
